algorithm,K,M,T,delta,n,trial,seed,cumulative_regret,total_reward,total_steps,init_duration,find_good_duration,rank_duration,number_players_duration,exploration_duration,collision_count,final_assignment_success,player_count_success,rank_assignment_success,assignment_duplicate,attempt,attempts_used,retry_exhausted
huang2022,30,12,3000000,2.2350180212482304e-08,1,6,20260516,7668178.020784125,4719041.0,1379529,248220,57000,63420,127800,1131309,856648,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,1,6,20260516,7668178.020784125,4719041.0,1379529,248220,57000,63420,127800,1131309,856648,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,2,6,20260516,4310402.993183763,6464518.0,1199972,158010,62400,31710,63900,1041962,489770,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,3,6,20260516,3378520.5862788693,6462175.0,1095930,128540,64800,21140,42600,967390,387110,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,4,6,20260516,3261490.262139989,6474318.0,1084249,115005,67200,15855,31950,969244,374675,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,5,6,20260516,3557847.3793839165,6480842.0,1117980,107844,69600,12684,25560,1010136,408512,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,6,6,20260516,6889486.296656058,6673753.0,1510499,228920,165480,21140,42300,1281579,797585,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,7,6,20260516,7855494.069078055,6663512.0,1616940,225870,169680,18120,38070,1391070,906996,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,8,6,20260516,8886017.924236745,4034195.0,1438887,223575,173880,15855,33840,1215312,1023251,1,1,1,0,0,1,0
huang2022,30,12,3000000,2.2350180212482304e-08,1,7,20260517,7771115.9863022445,4718108.0,1390889,248220,57000,63420,127800,1142669,868026,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,1,7,20260517,7771115.9863022445,4718108.0,1390889,248220,57000,63420,127800,1142669,868026,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,2,7,20260517,4205218.1655965345,6448976.0,1186527,158010,62400,31710,63900,1028517,478201,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,3,7,20260517,3470183.131107,6434508.0,1103057,128540,64800,21140,42600,974517,397430,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,4,7,20260517,3141902.7517940253,6461757.0,1069532,115005,67200,15855,31950,954527,361430,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,5,7,20260517,3390581.1655892893,6470695.0,1098222,107844,69600,12684,25560,990378,390239,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,6,7,20260517,7031434.875967389,6657847.0,1524536,228920,165480,21140,42300,1295616,814580,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,7,7,20260517,7934219.593216674,6676133.0,1627113,225870,169680,18120,38070,1401243,916092,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,8,7,20260517,8619355.517359124,6517472.0,1685745,223575,173880,15855,33840,1462170,994123,1,1,1,0,0,1,0
huang2022,30,12,3000000,2.2350180212482304e-08,1,8,20260518,7764671.6966470545,4722074.0,1390613,248220,57000,63420,127800,1142393,867220,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,1,8,20260518,7764671.6966470545,4722074.0,1390613,248220,57000,63420,127800,1142393,867220,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,2,8,20260518,4290245.7931834385,6446136.0,1195680,158010,62400,31710,63900,1037670,487839,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,3,8,20260518,3514117.448348931,6454668.0,1110195,128540,64800,21140,42600,981655,401866,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,4,8,20260518,3228326.6483465773,6471726.0,1080267,115005,67200,15855,31950,965262,371169,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,5,8,20260518,3646495.662143335,6485381.0,1128358,107844,69600,12684,25560,1020514,418084,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,6,8,20260518,6780705.262172134,6651481.0,1495904,228920,165480,21140,42300,1266984,786764,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,7,8,20260518,7990440.841492993,6666676.0,1632321,225870,169680,18120,38070,1406451,922166,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,8,8,20260518,9074337.56564043,6690467.0,1755681,223575,173880,15855,33840,1532106,1044193,1,1,1,0,0,1,0
huang2022,30,12,3000000,2.2350180212482304e-08,1,9,20260519,7638380.082852828,4717564.0,1376046,248220,57000,63420,127800,1127826,853554,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,1,9,20260519,7638380.082852828,4717564.0,1376046,248220,57000,63420,127800,1127826,853554,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,2,9,20260519,4195723.117320523,6443736.0,1184886,158010,62400,31710,63900,1026876,477217,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,3,9,20260519,3503307.5655902997,6463691.0,1109996,128540,64800,21140,42600,981456,400717,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,4,9,20260519,3254354.724208805,6463459.0,1082245,115005,67200,15855,31950,967240,373923,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,5,9,20260519,3502007.4828316267,6470235.0,1110580,107844,69600,12684,25560,1002736,402365,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,6,9,20260519,3387502.2207617667,6499356.0,1101071,107470,75600,10570,21300,993601,390802,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,7,9,20260519,7831535.29666387,6639198.0,1611564,220494,164304,18120,38070,1391070,902182,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,8,9,20260519,8843789.469086438,6649373.0,1725429,218031,168336,15855,33840,1507398,1015772,1,1,1,0,0,1,0
huang2022,30,12,3000000,2.2350180212482304e-08,1,10,20260520,7742181.413888051,4700853.0,1385745,248220,57000,63420,127800,1137525,865133,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,1,10,20260520,7742181.413888051,4700853.0,1385745,248220,57000,63420,127800,1137525,865133,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,2,10,20260520,4215405.765596706,6458058.0,1188673,158010,62400,31710,63900,1030663,479126,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,3,10,20260520,3484948.248348759,6463526.0,1107933,128540,64800,21140,42600,979393,398796,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,4,10,20260520,3150005.372483882,6476821.0,1072112,115005,67200,15855,31950,957107,362192,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,5,10,20260520,3469751.3586942055,6562437.0,1117256,107844,69600,12684,25560,1009412,398523,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,6,10,20260520,7131439.3932097675,6668288.0,1536836,228920,165480,21140,42300,1307916,825304,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,7,10,20260520,7942518.924251218,6668992.0,1627242,225870,169680,18120,38070,1401372,916811,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,8,10,20260520,8795667.462189782,6693158.0,1724946,223575,173880,15855,33840,1501371,1012894,1,1,1,0,0,1,0
huang2022,30,12,3000000,2.2350180212482304e-08,1,11,20260521,7827298.055269658,4882368.0,1415439,248220,57000,63420,127800,1167219,873335,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,1,11,20260521,7827298.055269658,4882368.0,1415439,248220,57000,63420,127800,1167219,873335,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,2,11,20260521,4192966.1173205567,6446493.0,1184886,158010,62400,31710,63900,1026876,477222,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,3,11,20260521,3412989.2828309485,6468634.0,1100488,128540,64800,21140,42600,971948,390781,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,4,11,20260521,3148840.372483886,6477986.0,1072112,115005,67200,15855,31950,957107,362366,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,5,11,20260521,3499109.503521292,6474426.0,1110724,107844,69600,12684,25560,1002880,402362,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,6,11,20260521,7173431.896658349,6657759.0,1540340,228920,165480,21140,42300,1311420,830183,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,7,11,20260521,7945616.924251254,6665894.0,1627242,225870,169680,18120,38070,1401372,917196,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,8,11,20260521,8584422.496670617,6676104.0,1699521,223575,173880,15855,33840,1475946,990017,1,1,1,0,0,1,0
huang2022,30,12,3000000,2.2350180212482304e-08,1,12,20260522,7730636.696647767,4839437.0,1399893,248220,57000,63420,127800,1151673,862767,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,1,12,20260522,7730636.696647767,4839437.0,1399893,248220,57000,63420,127800,1151673,862767,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,2,12,20260522,4311326.744907759,6445474.0,1197954,158010,62400,31710,63900,1039944,490060,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,3,12,20260522,3497941.1517970664,6453613.0,1108276,128540,64800,21140,42600,979736,400186,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,4,12,20260522,3260997.1173124434,6478780.0,1084691,115005,67200,15855,31950,969686,374105,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,5,12,20260522,3519201.4552456927,6485169.0,1114158,107844,69600,12684,25560,1006314,403989,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,6,12,20260522,6966833.200104808,6652868.0,1516787,228920,165480,21140,42300,1287867,806987,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,7,12,20260522,7621413.234591922,6505619.0,1573287,225870,169680,18120,38070,1347417,881310,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,8,12,20260522,8794059.965637995,6683263.0,1723665,223575,173880,15855,33840,1500090,1012644,1,1,1,0,0,1,0
huang2022,30,12,3000000,2.2350180212482304e-08,1,13,20260523,7730844.365612061,4697455.0,1384104,248220,57000,63420,127800,1135884,864034,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,1,13,20260523,7730844.365612061,4697455.0,1384104,248220,57000,63420,127800,1135884,864034,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,2,13,20260523,4205430.717320717,6453298.0,1187032,158010,62400,31710,63900,1029022,478044,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,3,13,20260523,3476806.0966017926,3812616.0,811802,128540,64800,21140,42600,683262,398397,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,4,13,20260523,3112658.4483454973,6461621.0,1066260,115005,67200,15855,31950,951255,358472,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,5,13,20260523,3644631.6621433324,6487245.0,1128358,107844,69600,12684,25560,1020514,417948,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,6,13,20260523,7020177.669070985,6679610.0,1525706,234464,171024,21140,42300,1291242,815412,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,7,13,20260523,7701005.282870028,6690746.0,1602768,231582,175392,18120,38070,1371186,892399,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,8,13,20260523,8756643.524258621,6716531.0,1723203,229455,179760,15855,33840,1493748,1011030,1,1,1,0,0,1,0
huang2022,30,12,3000000,2.2350180212482304e-08,1,14,20260524,7683742.724232557,4721399.0,1381525,248220,57000,63420,127800,1133305,858108,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,1,14,20260524,7683742.724232557,4721399.0,1381525,248220,57000,63420,127800,1133305,858108,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,2,14,20260524,4292415.689712487,3802253.0,901480,158010,62400,31710,63900,743470,488362,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,3,14,20260524,3503918.5655902973,6463080.0,1109996,128540,64800,21140,42600,981456,400628,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,4,14,20260524,3209732.641448425,6303703.0,1059484,115005,67200,15855,31950,944479,369370,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,5,14,20260524,3624211.6897293567,6485953.0,1125940,107844,69600,12684,25560,1018096,415906,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,6,14,20260524,6963615.200104859,6663898.0,1517657,228920,165480,21140,42300,1288737,806525,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,7,14,20260524,7755782.572525568,6677507.0,1607394,225870,169680,18120,38070,1381524,895648,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,8,14,20260524,8862418.620811079,6694910.0,1732575,223575,173880,15855,33840,1509000,1020092,1,1,1,0,0,1,0
huang2022,30,12,3000000,2.2350180212482304e-08,1,15,20260525,7730488.869061954,4885514.0,1405008,248220,57000,63420,127800,1156788,862430,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,1,15,20260525,7730488.869061954,4885514.0,1405008,248220,57000,63420,127800,1156788,862430,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,2,15,20260525,4305796.558700873,6452387.0,1198108,158010,62400,31710,63900,1040098,489203,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,3,15,20260525,3511798.4483489343,6456987.0,1110195,128540,64800,21140,42600,981655,401834,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,4,15,20260525,3130675.744897372,6460835.0,1068179,115005,67200,15855,31950,953174,360364,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,5,15,20260525,3542511.634556223,6483481.0,1116566,107844,69600,12684,25560,1008722,406699,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,6,15,20260525,7030597.462174415,6664072.0,1525136,228920,165480,21140,42300,1296216,813722,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,7,15,20260525,7740830.744939233,6675892.0,1605549,225870,169680,18120,38070,1379679,894406,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,8,15,20260525,8919194.11736315,6676979.0,1736901,223575,173880,15855,33840,1513326,1026578,1,1,1,0,0,1,0
huang2022,30,12,3000000,2.2350180212482304e-08,1,16,20260526,7598090.338024736,4699587.0,1369557,248220,57000,63420,127800,1121337,848972,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,1,16,20260526,7598090.338024736,4699587.0,1369557,248220,57000,63420,127800,1121337,848972,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,2,16,20260526,4319948.344907923,6456122.0,1200100,158010,62400,31710,63900,1042090,490857,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,3,16,20260526,3380029.5862788674,6460666.0,1095930,128540,64800,21140,42600,967390,387055,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,4,16,20260526,3252122.1517950227,6467676.0,1082466,115005,67200,15855,31950,967461,373397,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,5,16,20260526,3410266.117313602,6471429.0,1100496,107844,69600,12684,25560,992652,392235,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,6,16,20260526,6967036.200104829,6652665.0,1516787,228920,165480,21140,42300,1287867,806749,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,7,16,20260526,7901631.986319836,6662980.0,1622019,225870,169680,18120,38070,1396149,912071,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,8,16,20260526,8985076.462191414,6687331.0,1745391,223575,173880,15855,33840,1521816,1033556,1,1,1,0,0,1,0
huang2022,30,12,3000000,2.2350180212482304e-08,1,17,20260527,7823362.413891678,5041520.0,1432725,248220,57000,63420,127800,1184505,872823,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,1,17,20260527,7823362.413891678,5041520.0,1432725,248220,57000,63420,127800,1184505,872823,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,2,17,20260527,4210831.1518036,6462031.0,1188606,158010,62400,31710,63900,1030596,478817,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,3,17,20260527,3385178.9793824144,6467064.0,1097216,128540,64800,21140,42600,968676,387802,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,4,17,20260527,3150378.372483881,6476448.0,1072112,115005,67200,15855,31950,957107,362229,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,5,17,20260527,7008809.262173926,6665549.0,1522874,234848,158720,25368,50760,1288026,811772,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,6,17,20260527,6904661.262173567,6695483.0,1514609,234464,171024,21140,42300,1280145,802408,1,1,1,0,0,1,0
izumi2026,30,12,3000000,2.2350180212482304e-08,7,17,20260527,8259911.882874966,6708365.0,1666974,231582,175392,18120,38070,1435392,954273,1,1,1,0,0,1,0
