algorithm,K,M,T,delta,n,trial,seed,cumulative_regret,total_reward,total_steps,init_duration,find_good_duration,rank_duration,number_players_duration,exploration_duration,collision_count,final_assignment_success,player_count_success,rank_assignment_success,assignment_duplicate,attempt,attempts_used,retry_exhausted
izumi2026,10,4,1000000,7.238241365054197e-08,1,27,20260537,287934.866666933,109039.0,129448,30580,10800,6580,13200,98868,92147,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,2,27,20260537,187202.8000007635,153326.0,111042,21410,11520,3290,6600,89632,59784,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,3,27,20260537,502774.66666480876,275530.0,253795,40379,26752,4387,9240,213416,163508,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,4,27,20260537,484639.1333321232,167279.0,212582,37858,27968,3290,6600,174724,156208,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,5,27,20260537,473707.9333316516,271259.0,242924,37096,29184,2632,5280,205828,153420,1,1,1,0,0,1,0
huang2022,10,4,1000000,7.238241365054197e-08,1,28,20260538,297703.66666649753,185419.0,157540,30580,10800,6580,13200,126960,94052,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,1,28,20260538,297703.66666649753,185419.0,157540,30580,10800,6580,13200,126960,94052,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,2,28,20260538,184900.93333406115,147538.0,108404,21410,11520,3290,6600,86994,59238,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,3,28,20260538,239027.6000009919,149194.0,126594,19734,12920,2194,4620,106860,76615,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,4,28,20260538,474860.86666551203,162325.0,207778,35578,25688,3290,6600,172200,153201,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,5,28,20260538,467173.466665523,167786.0,207052,34664,26752,2632,5280,172388,151309,1,1,1,0,0,1,0
huang2022,10,4,1000000,7.238241365054197e-08,1,29,20260539,297784.6666664976,185338.0,157540,30580,10800,6580,13200,126960,94091,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,1,29,20260539,297784.6666664976,185338.0,157540,30580,10800,6580,13200,126960,94091,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,2,29,20260539,186854.80000076245,153674.0,111042,21410,11520,3290,6600,89632,59738,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,3,29,20260539,247842.06666772428,155351.0,131476,19734,12920,2194,4620,111742,79364,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,4,29,20260539,481580.1333321154,167946.0,211802,35578,25688,3290,6600,176224,155714,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,5,29,20260539,457778.06666506804,267967.0,236656,34664,26752,2632,5280,201992,146705,1,1,1,0,0,1,0
huang2022,10,4,1000000,7.238241365054197e-08,1,30,20260540,298333.666666498,184789.0,157540,30580,10800,6580,13200,126960,94158,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,1,30,20260540,298333.666666498,184789.0,157540,30580,10800,6580,13200,126960,94158,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,2,30,20260540,187432.8000007635,153096.0,111042,21410,11520,3290,6600,89632,59799,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,3,30,20260540,248564.06666772562,154629.0,131476,19734,12920,2194,4620,111742,79565,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,4,30,20260540,482034.13333211426,167492.0,211802,35578,25688,3290,6600,176224,156473,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,5,30,20260540,472204.93333219393,162178.0,206864,34664,26752,2632,5280,172200,151565,1,1,1,0,0,1,0
huang2022,10,4,1000000,7.238241365054197e-08,1,31,20260541,297883.66666649847,185239.0,157540,30580,10800,6580,13200,126960,94141,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,1,31,20260541,297883.66666649847,185239.0,157540,30580,10800,6580,13200,126960,94141,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,2,31,20260541,180627.60000070865,147334.0,106944,21410,11520,3290,6600,85534,58164,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,3,31,20260541,248622.06666772522,154571.0,131476,19734,12920,2194,4620,111742,79428,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,4,31,20260541,470459.06666503544,260346.0,238306,35578,25688,3290,6600,202728,152428,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,5,31,20260541,479054.19999879703,167669.0,210888,34664,26752,2632,5280,176224,154524,1,1,1,0,0,1,0
huang2022,10,4,1000000,7.238241365054197e-08,1,32,20260542,298290.6666664973,184832.0,157540,30580,10800,6580,13200,126960,94108,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,1,32,20260542,298290.6666664973,184832.0,157540,30580,10800,6580,13200,126960,94108,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,2,32,20260542,183142.26666735692,140802.0,105634,21410,11520,3290,6600,84224,58696,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,3,32,20260542,494780.1999987169,169469.0,216603,40379,26752,4387,9240,176224,161070,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,4,32,20260542,495500.59999818064,275073.0,251274,37858,27968,3290,6600,213416,160478,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,5,32,20260542,480617.0666649236,275856.0,246676,37096,29184,2632,5280,209580,155115,1,1,1,0,0,1,0
huang2022,10,4,1000000,7.238241365054197e-08,1,33,20260543,291618.7333331942,185205.0,155486,30580,10800,6580,13200,124906,92346,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,1,33,20260543,291618.7333331942,185205.0,155486,30580,10800,6580,13200,124906,92346,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,2,33,20260543,182905.46666741185,153146.0,109582,21410,11520,3290,6600,88172,58620,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,3,33,20260543,482306.4666654452,170179.0,212767,40379,26752,4387,9240,172388,157706,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,4,33,20260543,467640.266665548,165608.0,206494,37858,27968,3290,6600,168636,151592,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,5,33,20260543,463987.33333223284,166090.0,205460,37096,29184,2632,5280,168364,149605,1,1,1,0,0,1,0
huang2022,10,4,1000000,7.238241365054197e-08,1,34,20260544,298103.666666496,185019.0,157540,30580,10800,6580,13200,126960,94225,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,1,34,20260544,298103.666666496,185019.0,157540,30580,10800,6580,13200,126960,94225,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,2,34,20260544,187403.80000076393,153125.0,111042,21410,11520,3290,6600,89632,59867,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,3,34,20260544,494124.1999987189,170125.0,216603,40379,26752,4387,9240,176224,160373,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,4,34,20260544,476697.7333316366,270606.0,243686,37858,27968,3290,6600,205828,153673,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,5,34,20260544,465311.4666655607,165600.0,205732,37096,29184,2632,5280,168636,149313,1,1,1,0,0,1,0
huang2022,10,4,1000000,7.238241365054197e-08,1,35,20260545,298040.6666664985,185082.0,157540,30580,10800,6580,13200,126960,94153,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,1,35,20260545,298040.6666664985,185082.0,157540,30580,10800,6580,13200,126960,94153,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,2,35,20260545,187559.80000076335,152969.0,111042,21410,11520,3290,6600,89632,59803,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,3,35,20260545,248414.06666772478,154779.0,131476,19734,12920,2194,4620,111742,79347,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,4,35,20260545,473392.7333316559,266919.0,241406,35578,25688,3290,6600,205828,152798,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,5,35,20260545,471950.9333321947,162432.0,206864,34664,26752,2632,5280,172200,152505,1,1,1,0,0,1,0
huang2022,10,4,1000000,7.238241365054197e-08,1,36,20260546,298369.6666664963,184753.0,157540,30580,10800,6580,13200,126960,94090,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,1,36,20260546,298369.6666664963,184753.0,157540,30580,10800,6580,13200,126960,94090,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,2,36,20260546,190264.20000121594,252587.0,144408,21410,11520,3290,6600,122998,60461,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,3,36,20260546,231278.80000092718,142554.0,121902,19734,12920,2194,4620,102168,74420,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,4,36,20260546,470212.06666503643,260593.0,238306,35578,25688,3290,6600,202728,152817,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,5,36,20260546,461194.3333322502,162259.0,203300,34664,26752,2632,5280,168636,149418,1,1,1,0,0,1,0
huang2022,10,4,1000000,7.238241365054197e-08,1,37,20260547,297998.6666664964,185124.0,157540,30580,10800,6580,13200,126960,94140,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,1,37,20260547,297998.6666664964,185124.0,157540,30580,10800,6580,13200,126960,94140,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,2,37,20260547,190055.20000121658,252796.0,144408,21410,11520,3290,6600,122998,60516,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,3,37,20260547,253114.33333487948,260491.0,167480,19734,12920,2194,4620,147746,80335,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,4,37,20260547,482039.1333321144,167487.0,211802,35578,25688,3290,6600,176224,155970,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,5,37,20260547,461260.33333224826,162193.0,203300,34664,26752,2632,5280,168636,149079,1,1,1,0,0,1,0
huang2022,10,4,1000000,7.238241365054197e-08,1,38,20260548,297978.6666664982,185144.0,157540,30580,10800,6580,13200,126960,94115,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,1,38,20260548,297978.6666664982,185144.0,157540,30580,10800,6580,13200,126960,94115,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,2,38,20260548,187075.8000007622,153453.0,111042,21410,11520,3290,6600,89632,59752,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,3,38,20260548,249912.66666817263,254186.0,164380,19734,12920,2194,4620,144646,79733,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,4,38,20260548,450272.8666656708,154713.0,197278,35578,25688,3290,6600,161700,147302,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,5,38,20260548,458944.0666650631,266801.0,236656,34664,26752,2632,5280,201992,147884,1,1,1,0,0,1,0
huang2022,10,4,1000000,7.238241365054197e-08,1,39,20260549,298197.66666649637,184925.0,157540,30580,10800,6580,13200,126960,94179,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,1,39,20260549,298197.66666649637,184925.0,157540,30580,10800,6580,13200,126960,94179,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,2,39,20260549,180989.60000070915,146972.0,106944,21410,11520,3290,6600,85534,58175,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,3,39,20260549,244944.40000101674,148742.0,128376,19734,12920,2194,4620,108642,78734,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,4,39,20260549,470452.39999884047,167310.0,207966,35578,25688,3290,6600,172388,152536,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,5,39,20260549,478853.1999987977,167870.0,210888,34664,26752,2632,5280,176224,154276,1,1,1,0,0,1,0
huang2022,10,4,1000000,7.238241365054197e-08,1,40,20260550,300544.3999997855,190846.0,160236,30580,10800,6580,13200,129656,94999,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,1,40,20260550,300544.3999997855,190846.0,160236,30580,10800,6580,13200,129656,94999,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,2,40,20260550,193157.0666679208,257784.0,147046,21410,11520,3290,6600,125636,61077,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,3,40,20260550,488104.9333321126,163804.0,212579,40379,26752,4387,9240,172200,159425,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,4,40,20260550,468100.2666655454,165148.0,206494,37858,27968,3290,6600,168636,152043,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,5,40,20260550,453295.73333228857,165852.0,201896,37096,29184,2632,5280,164800,146288,1,1,1,0,0,1,0
huang2022,10,4,1000000,7.238241365054197e-08,1,41,20260551,300023.9333331266,190379.0,159914,30580,10800,6580,13200,129334,94366,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,1,41,20260551,300023.9333331266,190379.0,159914,30580,10800,6580,13200,129334,94366,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,2,41,20260551,184894.93333406106,147544.0,108404,21410,11520,3290,6600,86994,59352,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,3,41,20260551,249796.66666817208,254302.0,164380,19734,12920,2194,4620,144646,79509,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,4,41,20260551,470800.39999883855,166962.0,207966,35578,25688,3290,6600,172388,153290,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,5,41,20260551,488046.6666648857,272732.0,248080,34664,26752,2632,5280,213416,156445,1,1,1,0,0,1,0
huang2022,10,4,1000000,7.238241365054197e-08,1,42,20260552,298112.6666664982,185010.0,157540,30580,10800,6580,13200,126960,94126,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,1,42,20260552,298112.6666664982,185010.0,157540,30580,10800,6580,13200,126960,94126,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,2,42,20260552,190288.20000121658,252563.0,144408,21410,11520,3290,6600,122998,60481,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,3,42,20260552,237429.73333428972,142702.0,123956,19734,12920,2194,4620,104222,76344,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,4,42,20260552,470165.06666503596,260640.0,238306,35578,25688,3290,6600,202728,152354,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,5,42,20260552,458373.6666656286,155573.0,200200,34664,26752,2632,5280,165536,148098,1,1,1,0,0,1,0
huang2022,10,4,1000000,7.238241365054197e-08,1,43,20260553,298391.6666664968,184731.0,157540,30580,10800,6580,13200,126960,94156,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,1,43,20260553,298391.6666664968,184731.0,157540,30580,10800,6580,13200,126960,94156,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,2,43,20260553,185437.9333340612,147001.0,108404,21410,11520,3290,6600,86994,59336,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,3,43,20260553,248811.06666772542,154382.0,131476,19734,12920,2194,4620,111742,79510,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,4,43,20260553,482577.13333211344,166949.0,211802,35578,25688,3290,6600,176224,156010,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,5,43,20260553,479668.1999987954,167055.0,210888,34664,26752,2632,5280,176224,155034,1,1,1,0,0,1,0
huang2022,10,4,1000000,7.238241365054197e-08,1,44,20260554,297894.6666664976,185228.0,157540,30580,10800,6580,13200,126960,94188,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,1,44,20260554,297894.6666664976,185228.0,157540,30580,10800,6580,13200,126960,94188,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,2,44,20260554,184945.93333406103,147493.0,108404,21410,11520,3290,6600,86994,59374,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,3,44,20260554,493175.1999987224,171074.0,216603,40379,26752,4387,9240,176224,160063,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,4,44,20260554,483050.8666649102,275759.0,247438,37858,27968,3290,6600,209580,156397,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,5,44,20260554,474820.0666655099,167021.0,209296,37096,29184,2632,5280,172200,152316,1,1,1,0,0,1,0
huang2022,10,4,1000000,7.238241365054197e-08,1,45,20260555,298027.6666664978,185095.0,157540,30580,10800,6580,13200,126960,94145,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,1,45,20260555,298027.6666664978,185095.0,157540,30580,10800,6580,13200,126960,94145,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,2,45,20260555,192566.0666679193,258375.0,147046,21410,11520,3290,6600,125636,60989,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,3,45,20260555,247700.40000151988,259606.0,165426,19734,12920,2194,4620,145692,78914,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,4,45,20260555,482245.1333321143,167281.0,211802,35578,25688,3290,6600,176224,156045,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,5,45,20260555,457732.6666656322,156214.0,200200,34664,26752,2632,5280,165536,147154,1,1,1,0,0,1,0
huang2022,10,4,1000000,7.238241365054197e-08,1,46,20260556,297865.6666664966,185257.0,157540,30580,10800,6580,13200,126960,94098,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,1,46,20260556,297865.6666664966,185257.0,157540,30580,10800,6580,13200,126960,94098,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,2,46,20260556,185036.9333340614,147402.0,108404,21410,11520,3290,6600,86994,59281,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,3,46,20260556,244701.4000010164,148985.0,128376,19734,12920,2194,4620,108642,78643,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,4,46,20260556,474952.8666655123,162233.0,207778,35578,25688,3290,6600,172200,153583,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,5,46,20260556,446343.93333235645,155839.0,196364,34664,26752,2632,5280,161700,144457,1,1,1,0,0,1,0
huang2022,10,4,1000000,7.238241365054197e-08,1,47,20260557,298132.6666664984,184990.0,157540,30580,10800,6580,13200,126960,94069,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,1,47,20260557,298132.6666664984,184990.0,157540,30580,10800,6580,13200,126960,94069,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,2,47,20260557,184743.93333405917,147695.0,108404,21410,11520,3290,6600,86994,59271,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,3,47,20260557,486821.9333321189,165087.0,212579,40379,26752,4387,9240,172200,159111,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,4,47,20260557,478575.8666654946,165602.0,210058,37858,27968,3290,6600,172200,155637,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,5,47,20260557,474772.0666655124,167069.0,209296,37096,29184,2632,5280,172200,152864,1,1,1,0,0,1,0
huang2022,10,4,1000000,7.238241365054197e-08,1,48,20260558,298427.666666494,184695.0,157540,30580,10800,6580,13200,126960,94214,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,1,48,20260558,298427.666666494,184695.0,157540,30580,10800,6580,13200,126960,94214,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,2,48,20260558,185365.93333406263,147073.0,108404,21410,11520,3290,6600,86994,59395,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,3,48,20260558,486575.7999982553,268459.0,246207,40379,26752,4387,9240,205828,158538,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,4,48,20260558,475159.39999881637,169595.0,210246,37858,27968,3290,6600,172388,154726,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,5,48,20260558,483039.3333321093,171142.0,213320,37096,29184,2632,5280,176224,155441,1,1,1,0,0,1,0
huang2022,10,4,1000000,7.238241365054197e-08,1,49,20260559,291988.73333319277,184835.0,155486,30580,10800,6580,13200,124906,92284,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,1,49,20260559,291988.73333319277,184835.0,155486,30580,10800,6580,13200,124906,92284,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,2,49,20260559,188231.73333456818,258232.0,145586,21410,11520,3290,6600,124176,59720,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,3,49,20260559,248403.0666677252,154790.0,131476,19734,12920,2194,4620,111742,79517,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,4,49,20260559,463959.1333322356,161463.0,203942,35578,25688,3290,6600,168364,150547,1,1,1,0,0,1,0
izumi2026,10,4,1000000,7.238241365054197e-08,5,49,20260559,460900.1999989178,161719.0,203028,34664,26752,2632,5280,168364,149199,1,1,1,0,0,1,0
