algorithm,K,M,T,delta,n,trial,seed,cumulative_regret,total_reward,total_steps,init_duration,find_good_duration,rank_duration,number_players_duration,exploration_duration,collision_count,final_assignment_success,player_count_success,rank_assignment_success,assignment_duplicate,attempt,attempts_used,retry_exhausted
izumi2026,20,8,1000000,7.238241365054197e-08,1,32,20260542,1143039.7600019537,271523.0,604514,107920,28800,26320,52800,496594,446509,1,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,2,32,20260542,1219071.0800073019,408778.0,695662,154422,75312,26310,52800,541240,517508,1,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,3,32,20260542,2100683.000037703,239317.0,1000000,286688,177688,35080,73920,713312,912170,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,4,32,20260542,1991944.000038493,348056.0,1000000,262574,183464,26310,52800,737426,856671,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,5,32,20260542,2179609.0000264985,160391.0,1000000,470388,343976,42092,84320,529612,970951,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,6,32,20260542,2188776.0000258707,151224.0,1000000,462561,353704,35077,73780,537439,972427,0,1,1,0,0,1,0
huang2022,20,8,1000000,7.238241365054197e-08,1,33,20260543,1095397.799996227,278580.0,587170,107920,28800,26320,52800,479250,426506,1,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,1,33,20260543,1095397.799996227,278580.0,587170,107920,28800,26320,52800,479250,426506,1,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,2,33,20260543,1223531.5600074378,408698.0,697534,154422,75312,26310,52800,543112,518677,1,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,3,33,20260543,2037333.0000380324,302667.0,1000000,286688,177688,35080,73920,713312,884277,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,4,33,20260543,2000985.00003851,339015.0,1000000,262574,183464,26310,52800,737426,860975,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,5,33,20260543,2181005.000026452,158995.0,1000000,470388,343976,42092,84320,529612,971105,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,6,33,20260543,2187190.000025976,152810.0,1000000,462561,353704,35077,73780,537439,972622,0,1,1,0,0,1,0
huang2022,20,8,1000000,7.238241365054197e-08,1,34,20260544,1138447.639999623,300994.0,615146,107920,28800,26320,52800,507226,436691,1,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,1,34,20260544,1138447.639999623,300994.0,615146,107920,28800,26320,52800,507226,436691,1,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,2,34,20260544,2104813.0000323434,235187.0,1000000,321084,162864,52620,105600,678916,920444,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,3,34,20260544,2096524.0000383034,243476.0,1000000,278784,169784,35080,73920,721216,910165,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,4,34,20260544,1978227.0000387344,361773.0,1000000,254366,175256,26310,52800,745634,849251,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,5,34,20260544,2189151.0000258,150849.0,1000000,457316,330904,42092,84320,542684,973452,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,6,34,20260544,2198683.0000251243,141317.0,1000000,449489,340632,35077,73780,550511,974803,0,1,1,0,0,1,0
huang2022,20,8,1000000,7.238241365054197e-08,1,35,20260545,1118474.3599986595,271612.0,594054,107920,28800,26320,52800,486134,437215,1,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,1,35,20260545,1118474.3599986595,271612.0,594054,107920,28800,26320,52800,486134,437215,1,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,2,35,20260545,1177963.4000069886,441574.0,692110,154422,75312,26310,52800,537688,500142,1,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,3,35,20260545,2097594.0000378145,242406.0,1000000,278784,169784,35080,73920,721216,910400,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,4,35,20260545,1977962.0000387323,362038.0,1000000,254366,175256,26310,52800,745634,848695,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,5,35,20260545,2188066.000025847,151934.0,1000000,457316,330904,42092,84320,542684,973827,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,6,35,20260545,2199204.000025097,140796.0,1000000,449489,340632,35077,73780,550511,975157,0,1,1,0,0,1,0
huang2022,20,8,1000000,7.238241365054197e-08,1,36,20260546,1114793.9599977776,276907.0,594744,107920,28800,26320,52800,486824,434533,1,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,1,36,20260546,1114793.9599977776,276907.0,594744,107920,28800,26320,52800,486824,434533,1,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,2,36,20260546,1224833.360008151,426163.0,705554,154422,75312,26310,52800,551132,518647,1,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,3,36,20260546,2099434.000037353,240566.0,1000000,278784,169784,35080,73920,721216,912329,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,4,36,20260546,1978514.0000387388,361486.0,1000000,254366,175256,26310,52800,745634,849298,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,5,36,20260546,2190845.000025713,149155.0,1000000,457316,330904,42092,84320,542684,973555,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,6,36,20260546,2198503.0000251317,141497.0,1000000,449489,340632,35077,73780,550511,975016,0,1,1,0,0,1,0
huang2022,20,8,1000000,7.238241365054197e-08,1,37,20260547,1144774.3599999216,310598.0,621954,107920,28800,26320,52800,514034,436440,1,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,1,37,20260547,1144774.3599999216,310598.0,621954,107920,28800,26320,52800,514034,436440,1,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,2,37,20260547,1213628.8800071026,409119.0,693482,154422,75312,26310,52800,539060,515282,1,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,3,37,20260547,2046008.0000379935,293992.0,1000000,286688,177688,35080,73920,713312,886966,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,4,37,20260547,1991919.0000384832,348081.0,1000000,262574,183464,26310,52800,737426,856529,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,5,37,20260547,2179629.000026507,160371.0,1000000,470388,343976,42092,84320,529612,971251,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,6,37,20260547,2189871.000025775,150129.0,1000000,462561,353704,35077,73780,537439,972515,0,1,1,0,0,1,0
huang2022,20,8,1000000,7.238241365054197e-08,1,38,20260548,1141544.2799999807,300696.0,616342,107920,28800,26320,52800,508422,437608,1,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,1,38,20260548,1141544.2799999807,300696.0,616342,107920,28800,26320,52800,508422,437608,1,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,2,38,20260548,1212853.8000053582,361662.0,672870,154422,75312,26310,52800,518448,515501,1,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,3,38,20260548,2108964.000037151,231036.0,1000000,278784,169784,35080,73920,721216,914396,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,4,38,20260548,1976912.000038718,363088.0,1000000,254366,175256,26310,52800,745634,848567,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,5,38,20260548,2188968.0000258083,151032.0,1000000,457316,330904,42092,84320,542684,973562,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,6,38,20260548,2198221.0000251504,141779.0,1000000,449489,340632,35077,73780,550511,974996,0,1,1,0,0,1,0
huang2022,20,8,1000000,7.238241365054197e-08,1,39,20260549,1127760.4799990305,283311.0,603022,107920,28800,26320,52800,495102,437337,1,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,1,39,20260549,1127760.4799990305,283311.0,603022,107920,28800,26320,52800,495102,437337,1,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,2,39,20260549,1217104.5600072609,407871.0,694434,154422,75312,26310,52800,540012,517635,1,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,3,39,20260549,2032545.0000383253,307455.0,1000000,278784,169784,35080,73920,721216,879923,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,4,39,20260549,1976874.0000387058,363126.0,1000000,254366,175256,26310,52800,745634,848384,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,5,39,20260549,2189206.000025794,150794.0,1000000,457316,330904,42092,84320,542684,973285,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,6,39,20260549,2198717.000025124,141283.0,1000000,449489,340632,35077,73780,550511,974685,0,1,1,0,0,1,0
huang2022,20,8,1000000,7.238241365054197e-08,1,40,20260550,1137684.5600003726,288976.0,609684,107920,28800,26320,52800,501764,439682,1,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,1,40,20260550,1137684.5600003726,288976.0,609684,107920,28800,26320,52800,501764,439682,1,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,2,40,20260550,1217841.9600065523,389022.0,686694,154422,75312,26310,52800,532272,517147,1,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,3,40,20260550,2095630.0000382683,244370.0,1000000,278784,169784,35080,73920,721216,908945,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,4,40,20260550,1987226.0000387437,352774.0,1000000,254366,175256,26310,52800,745634,852883,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,5,40,20260550,2187509.0000259094,152491.0,1000000,457316,330904,42092,84320,542684,973691,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,6,40,20260550,2198855.00002512,141145.0,1000000,449489,340632,35077,73780,550511,975069,0,1,1,0,0,1,0
huang2022,20,8,1000000,7.238241365054197e-08,1,41,20260551,1146591.2000018768,277018.0,608380,107920,28800,26320,52800,500460,446766,1,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,1,41,20260551,1146591.2000018768,277018.0,608380,107920,28800,26320,52800,500460,446766,1,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,2,41,20260551,2091574.000037682,248426.0,1000000,321084,162864,52620,105600,678916,914013,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,3,41,20260551,2094460.000038247,245540.0,1000000,278784,169784,35080,73920,721216,908885,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,4,41,20260551,1977980.0000387237,362020.0,1000000,254366,175256,26310,52800,745634,849324,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,5,41,20260551,2188675.0000258237,151325.0,1000000,457316,330904,42092,84320,542684,973414,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,6,41,20260551,2199049.000025111,140951.0,1000000,449489,340632,35077,73780,550511,974846,0,1,1,0,0,1,0
huang2022,20,8,1000000,7.238241365054197e-08,1,42,20260552,1143472.7600019944,271090.0,604514,107920,28800,26320,52800,496594,446456,1,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,1,42,20260552,1143472.7600019944,271090.0,604514,107920,28800,26320,52800,496594,446456,1,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,2,42,20260552,1255535.6400120154,407142.0,710546,154422,75312,26310,52800,556124,533374,1,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,3,42,20260552,1971056.000038291,368944.0,1000000,278784,169784,35080,73920,721216,851529,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,4,42,20260552,1978628.0000387453,361372.0,1000000,254366,175256,26310,52800,745634,849247,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,5,42,20260552,2191769.0000256537,148231.0,1000000,457316,330904,42092,84320,542684,973530,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,6,42,20260552,2199948.000025055,140052.0,1000000,449489,340632,35077,73780,550511,974982,0,1,1,0,0,1,0
huang2022,20,8,1000000,7.238241365054197e-08,1,43,20260553,1117337.3599985584,272749.0,594054,107920,28800,26320,52800,486134,437073,1,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,1,43,20260553,1117337.3599985584,272749.0,594054,107920,28800,26320,52800,486134,437073,1,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,2,43,20260553,2093127.0000377053,246873.0,1000000,321084,162864,52620,105600,678916,915511,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,3,43,20260553,2099542.000037345,240458.0,1000000,278784,169784,35080,73920,721216,912276,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,4,43,20260553,1992252.0000387277,347748.0,1000000,254366,175256,26310,52800,745634,855000,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,5,43,20260553,2188665.0000258223,151335.0,1000000,457316,330904,42092,84320,542684,973539,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,6,43,20260553,2200048.000025061,139952.0,1000000,449489,340632,35077,73780,550511,974909,0,1,1,0,0,1,0
huang2022,20,8,1000000,7.238241365054197e-08,1,44,20260554,1145405.5199982708,303471.0,619178,107920,28800,26320,52800,511258,438306,1,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,1,44,20260554,1145405.5199982708,303471.0,619178,107920,28800,26320,52800,511258,438306,1,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,2,44,20260554,1177175.400006958,442362.0,692110,154422,75312,26310,52800,537688,500094,1,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,3,44,20260554,2107707.0000372655,232293.0,1000000,278784,169784,35080,73920,721216,914296,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,4,44,20260554,1985984.0000387325,354016.0,1000000,254366,175256,26310,52800,745634,852765,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,5,44,20260554,2188964.000025804,151036.0,1000000,457316,330904,42092,84320,542684,973381,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,6,44,20260554,2197785.0000251927,142215.0,1000000,449489,340632,35077,73780,550511,974865,0,1,1,0,0,1,0
huang2022,20,8,1000000,7.238241365054197e-08,1,45,20260555,1141699.279999982,300541.0,616342,107920,28800,26320,52800,508422,437616,1,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,1,45,20260555,1141699.279999982,300541.0,616342,107920,28800,26320,52800,508422,437616,1,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,2,45,20260555,2096957.0000377838,243043.0,1000000,321084,162864,52620,105600,678916,916943,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,3,45,20260555,2099200.0000378266,240800.0,1000000,286688,177688,35080,73920,713312,913256,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,4,45,20260555,1968161.0000384806,371839.0,1000000,262574,183464,26310,52800,737426,847000,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,5,45,20260555,2179910.000026523,160090.0,1000000,470388,343976,42092,84320,529612,971188,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,6,45,20260555,2188487.0000258675,151513.0,1000000,462561,353704,35077,73780,537439,972504,0,1,1,0,0,1,0
huang2022,20,8,1000000,7.238241365054197e-08,1,46,20260556,1161642.3199999176,290206.0,620448,107920,28800,26320,52800,512528,447989,1,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,1,46,20260556,1161642.3199999176,290206.0,620448,107920,28800,26320,52800,512528,447989,1,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,2,46,20260556,2092974.0000377132,247026.0,1000000,321084,162864,52620,105600,678916,914697,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,3,46,20260556,2099489.0000377675,240511.0,1000000,286688,177688,35080,73920,713312,912106,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,4,46,20260556,1998930.0000385137,341070.0,1000000,262574,183464,26310,52800,737426,861891,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,5,46,20260556,2179652.000026515,160348.0,1000000,470388,343976,42092,84320,529612,971100,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,6,46,20260556,2190341.000025759,149659.0,1000000,462561,353704,35077,73780,537439,972428,0,1,1,0,0,1,0
huang2022,20,8,1000000,7.238241365054197e-08,1,47,20260557,1141578.2799999176,300662.0,616342,107920,28800,26320,52800,508422,437619,1,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,1,47,20260557,1141578.2799999176,300662.0,616342,107920,28800,26320,52800,508422,437619,1,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,2,47,20260557,2091245.000037742,248755.0,1000000,321084,162864,52620,105600,678916,914267,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,3,47,20260557,2045858.0000380194,294142.0,1000000,286688,177688,35080,73920,713312,887030,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,4,47,20260557,1968798.0000385032,371202.0,1000000,262574,183464,26310,52800,737426,846034,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,5,47,20260557,2180188.0000264617,159812.0,1000000,470388,343976,42092,84320,529612,971175,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,6,47,20260557,2189327.0000258093,150673.0,1000000,462561,353704,35077,73780,537439,972574,0,1,1,0,0,1,0
huang2022,20,8,1000000,7.238241365054197e-08,1,48,20260558,1141815.640001811,271301.0,603896,107920,28800,26320,52800,495976,446684,1,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,1,48,20260558,1141815.640001811,271301.0,603896,107920,28800,26320,52800,495976,446684,1,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,2,48,20260558,2092084.0000376187,247916.0,1000000,321084,162864,52620,105600,678916,915069,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,3,48,20260558,1963359.0000380375,376641.0,1000000,286688,177688,35080,73920,713312,850054,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,4,48,20260558,1974033.000038513,365967.0,1000000,262574,183464,26310,52800,737426,851432,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,5,48,20260558,2180500.0000264565,159500.0,1000000,470388,343976,42092,84320,529612,971318,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,6,48,20260558,2190027.000025781,149973.0,1000000,462561,353704,35077,73780,537439,972768,0,1,1,0,0,1,0
huang2022,20,8,1000000,7.238241365054197e-08,1,49,20260559,1109708.5999971032,295438.0,600490,107920,28800,26320,52800,492570,426692,1,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,1,49,20260559,1109708.5999971032,295438.0,600490,107920,28800,26320,52800,492570,426692,1,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,2,49,20260559,1214136.2000078387,427444.0,701530,154422,75312,26310,52800,547108,516887,1,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,3,49,20260559,2029657.0000383141,310343.0,1000000,278784,169784,35080,73920,721216,878578,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,4,49,20260559,1978030.000038734,361970.0,1000000,254366,175256,26310,52800,745634,848518,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,5,49,20260559,2189531.0000257795,150469.0,1000000,457316,330904,42092,84320,542684,973565,0,1,1,0,0,1,0
izumi2026,20,8,1000000,7.238241365054197e-08,6,49,20260559,2200011.0000250605,139989.0,1000000,449489,340632,35077,73780,550511,975006,0,1,1,0,0,1,0
