algorithm,K,M,T,delta,n,trial,seed,time,cumulative_regret,phase,attempt,attempts_used
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,575251,1127165.3399994818,distributed_exploration_phase8,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,578595,1130052.299999762,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,581940,1131131.6000000425,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,585284,1132188.5600003228,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,588629,1133240.8600006031,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,591973,1134374.8200008834,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,595318,1135558.1200011638,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,598662,1136602.080001444,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,602007,1137704.3800017245,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,605351,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,608696,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,612040,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,615385,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,618729,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,622074,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,625418,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,628763,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,632107,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,635452,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,638796,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,642140,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,645485,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,648829,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,652174,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,655518,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,658863,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,662207,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,665552,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,668896,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,672241,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,675585,1143054.7600019346,distributed_exploration_phase9,0,1
